497 500
172 182 194
167 177 187
164 177 185
165 183 187
161 179 183
158 176 180
161 178 185
164 181 189
162 176 185
160 172 184
160 172 184
160 169 186
161 170 187
161 168 187
165 172 191
168 175 193
168 175 191
168 175 191
170 176 190
171 178 188
176 181 187
181 186 190
180 185 188
176 180 181
172 172 172
178 172 174
184 170 170
191 166 162
202 166 152
208 161 131
213 155 109
215 149 88
221 144 74
226 133 64
217 107 46
201 71 22
191 41 8
193 22 2
197 13 3
198 9 3
200 11 7
197 8 4
200 6 4
214 10 11
221 7 9
227 4 7
230 4 8
226 2 3
228 6 5
226 7 5
225 7 5
226 7 5
226 7 5
229 6 7
225 2 3
224 6 7
219 9 10
206 10 11
190 16 17
164 19 22
123 11 23
81 7 32
56 15 55
42 33 90
40 52 124
40 66 151
32 69 160
23 66 160
19 65 161
18 66 164
20 69 164
29 78 170
37 84 162
41 84 139
67 102 122
129 155 128
177 192 125
210 208 105
228 214 83
235 208 55
242 203 37
245 200 23
249 203 21
245 201 18
244 202 20
247 207 24
246 206 23
245 204 18
247 208 29
242 207 43
233 204 68
199 176 80
120 107 52
63 57 45
37 37 63
30 32 91
29 35 113
32 42 129
46 61 142
78 96 160
136 154 200
191 205 234
218 230 246
232 236 245
236 237 241
233 233 235
232 232 234
229 230 234
232 233 237
235 235 237
235 233 234
240 236 237
229 223 225
231 225 229
231 224 231
222 220 225
232 231 236
228 227 232
232 233 237
231 231 233
227 227 229
230 228 229
230 225 222
229 219 209
232 216 191
231 207 163
223 192 125
224 188 92
222 182 60
228 183 40
243 195 35
241 190 23
240 186 15
245 192 18
245 192 18
249 196 22
246 193 17
245 189 16
251 195 22
252 196 25
246 190 19
247 191 18
247 194 20
247 194 20
249 196 20
248 197 18
248 198 17
249 201 17
248 203 14
247 200 9
245 201 8
248 201 9
247 200 8
249 202 11
252 204 16
251 203 17
251 203 19
252 201 22
249 195 25
252 187 35
243 161 36
223 117 31
196 65 9
178 23 0
188 16 4
198 14 12
200 7 10
205 9 11
203 7 9
197 4 7
189 5 5
186 11 8
189 14 11
202 20 17
219 25 25
224 14 17
224 5 9
228 5 10
222 8 10
207 12 10
189 18 11
164 23 13
144 36 23
143 67 54
175 127 115
215 185 177
242 227 222
250 242 239
246 242 241
244 242 243
242 242 244
240 241 246
240 241 246
237 238 242
235 234 239
237 235 240
238 236 239
240 235 239
243 239 240
238 236 239
236 234 237
238 236 241
232 230 235
234 231 238
229 226 233
227 225 230
236 234 239
237 235 238
238 236 239
240 238 241
237 235 238
238 236 239
239 237 240
242 240 243
243 241 242
244 242 245
243 241 244
239 237 242
238 236 241
241 239 242
239 237 240
236 234 235
243 241 242
242 242 244
237 238 240
243 247 250
230 233 238
211 216 220
198 205 211
185 192 202
173 181 192
169 181 195
163 176 192
164 177 193
160 176 191
163 181 195
165 184 198
166 185 199
170 189 203
165 185 196
167 187 196
174 192 204
170 188 200
165 183 197
170 188 202
168 187 202
169 188 203
173 190 208
168 184 200
174 185 203
177 186 203
177 182 201
178 181 196
176 178 191
180 180 190
197 194 201
215 210 216
226 220 224
226 220 222
234 225 228
241 232 235
242 236 240
243 237 241
244 239 243
240 238 243
238 236 241
240 238 243
240 238 243
240 238 243
237 235 238
242 240 243
241 239 242
232 230 233
232 230 235
241 239 244
234 232 235
231 229 232
240 238 241
239 237 240
240 238 241
240 238 241
241 239 244
239 237 242
237 235 240
237 235 240
239 237 242
236 234 239
242 240 245
241 239 244
239 237 242
232 230 235
228 226 229
236 234 237
241 239 242
234 232 235
238 236 239
241 239 242
235 233 236
234 232 235
237 235 238
238 236 239
233 231 234
235 233 236
230 228 231
234 232 235
242 240 243
241 239 242
237 235 240
237 235 240
237 232 236
238 233 237
240 235 239
238 233 237
239 234 238
241 236 240
243 238 242
241 236 240
236 231 235
234 229 233
234 232 235
236 234 237
235 230 234
241 236 240
243 237 241
237 231 235
233 228 234
234 229 235
232 230 235
231 229 234
228 226 231
228 226 229
229 227 228
230 228 229
236 232 233
233 229 230
225 221 222
226 222 223
229 224 228
220 215 219
219 214 218
224 219 223
228 223 227
228 223 227
221 216 220
225 221 222
233 229 230
233 229 228
229 225 226
225 221 222
223 218 222
226 221 227
221 219 224
220 218 223
225 223 226
226 224 227
232 230 233
230 228 231
233 231 234
236 234 237
220 219 224
222 221 226
222 220 225
219 217 222
218 216 221
220 218 223
225 222 229
222 219 226
220 219 225
217 216 222
215 216 221
219 220 225
218 219 224
220 221 226
221 222 227
218 219 224
226 225 231
228 227 233
220 219 227
216 215 223
214 213 219
220 219 225
224 221 228
225 222 229
225 222 229
222 219 226
220 217 224
222 219 226
224 223 228
224 223 228
219 219 221
222 222 224
225 225 227
222 222 224
224 224 226
225 226 228
227 228 230
225 226 228
223 224 226
225 226 228
220 221 223
227 228 230
227 227 229
226 224 227
227 222 226
227 222 226
231 224 231
236 229 236
236 231 237
227 225 230
225 223 228
229 227 232
229 227 230
231 229 232
235 233 238
228 226 231
227 225 228
234 232 235
233 231 234
229 227 230
228 226 229
231 229 232
234 232 235
235 233 236
236 234 237
229 227 230
219 217 220
216 214 217
221 219 222
222 220 225
217 215 220
218 216 221
222 220 225
220 218 221
216 214 215
218 216 217
224 222 223
222 220 221
219 217 218
222 218 219
224 220 221
225 223 224
230 230 232
226 226 228
224 223 228
220 221 226
218 218 226
216 219 228
214 221 231
201 209 220
186 195 210
172 185 202
164 180 196
159 176 194
157 174 190
160 179 194
159 181 194
160 182 193
165 188 196
165 188 194
160 180 187
161 181 188
165 183 195
157 176 191
154 175 196
146 169 200
104 132 172
54 87 138
33 77 138
29 79 152
24 76 160
25 79 175
22 79 182
26 84 192
22 84 193
19 83 189
19 87 188
22 90 187
23 92 185
25 94 187
28 94 190
26 90 188
25 87 190
20 77 180
16 70 170
22 69 161
29 70 152
52 87 155
97 127 181
142 165 206
158 176 200
162 174 188
158 165 175
162 165 172
167 167 175
182 181 189
197 195 206
196 194 207
188 187 201
180 182 195
176 182 196
174 182 195
173 183 193
170 183 191
166 183 190
161 179 183
158 176 180
160 175 180
167 182 189
168 181 190
161 173 185
159 171 183
161 170 187
158 167 184
160 168 187
167 176 193
169 178 193
170 178 191
169 175 189
170 176 188
168 175 183
170 178 181
175 180 183
174 178 181
180 180 182
182 176 178
189 175 175
192 168 164
208 171 155
213 166 136
213 155 105
215 151 80
220 154 67
225 152 57
230 145 54
229 130 47
220 101 35
207 69 20
202 42 10
199 22 4
201 15 3
207 15 10
202 7 3
207 8 5
219 11 11
223 7 10
229 4 8
230 4 8
229 5 6
226 6 6
225 7 5
223 8 5
225 7 5
227 5 4
229 5 6
228 5 8
222 6 9
212 9 12
198 15 20
171 17 27
133 15 31
90 6 32
55 7 49
54 35 91
49 56 128
38 60 146
36 66 162
25 64 165
22 67 170
22 71 174
22 73 178
23 76 178
27 80 182
28 81 173
29 81 157
46 94 143
77 117 129
116 144 119
174 186 120
206 204 104
223 205 77
241 212 59
245 208 39
246 205 25
248 208 22
246 207 18
244 205 16
246 208 19
247 209 22
243 210 35
238 211 62
204 182 70
130 119 55
66 61 41
34 35 55
26 29 82
29 32 109
31 36 128
31 41 138
35 48 140
43 59 137
78 94 156
135 149 194
189 203 232
228 235 253
237 241 250
236 235 241
233 232 237
229 230 234
231 232 236
239 238 243
233 233 235
228 226 227
239 235 236
239 230 233
229 220 225
226 221 225
227 225 228
227 226 231
231 230 235
229 229 231
230 228 229
234 228 228
231 220 214
231 214 194
229 207 166
221 192 126
220 185 93
230 190 69
234 189 48
235 186 31
240 188 24
244 191 23
246 192 21
246 193 19
248 195 21
244 191 17
242 189 15
243 190 14
249 196 20
250 197 21
248 195 19
248 195 17
248 197 18
245 194 15
248 197 18
248 195 19
247 196 17
249 199 18
246 198 14
246 196 11
248 200 12
251 202 14
249 199 14
250 200 15
254 204 21
255 205 22
254 204 23
253 203 22
252 199 25
252 193 31
252 179 38
241 146 38
210 93 14
188 43 0
187 23 0
199 18 9
205 13 12
211 11 13
209 9 11
203 7 8
198 8 8
190 6 4
198 16 13
212 24 23
217 21 22
222 12 15
226 7 13
229 6 11
221 8 10
204 12 9
182 18 9
162 30 17
162 65 48
178 112 96
204 165 150
229 202 191
245 230 223
248 241 235
244 240 237
241 239 240
243 243 245
241 242 247
242 243 248
236 237 242
230 229 234
234 232 237
236 234 237
235 233 236
239 237 240
245 240 244
241 236 240
235 230 236
232 227 233
237 235 240
227 225 230
228 226 231
237 235 240
236 234 237
241 239 242
242 240 243
239 237 240
243 241 246
246 244 247
241 239 242
242 240 243
243 243 243
242 242 242
239 237 240
239 237 240
240 238 241
240 238 241
240 238 241
238 236 239
237 237 239
236 237 239
236 240 241
231 235 238
229 234 238
223 228 234
202 206 215
181 188 198
172 180 193
168 177 192
166 178 194
166 179 195
165 181 194
169 187 201
171 189 203
167 185 199
168 186 200
172 190 202
171 187 202
169 185 200
168 186 200
168 185 201
163 182 197
169 186 202
177 193 209
176 189 206
175 186 204
177 186 203
176 182 198
179 183 195
188 188 200
195 194 202
209 206 213
226 221 227
231 225 229
229 220 223
236 227 230
243 234 237
244 238 242
241 235 239
240 235 239
242 237 241
237 235 240
236 234 239
238 236 241
237 235 238
234 232 235
239 237 240
244 242 247
238 236 241
237 235 238
238 236 239
229 227 230
232 230 233
243 241 244
234 232 235
235 233 236
242 240 243
243 241 244
237 235 238
238 236 239
244 242 245
236 234 237
235 233 236
244 242 245
240 238 241
229 227 230
231 229 232
238 236 239
238 236 239
237 235 238
237 235 238
240 238 241
238 236 239
235 233 236
235 233 236
229 227 230
231 229 232
236 234 237
236 234 237
236 234 237
240 238 241
236 234 237
232 230 233
233 231 236
234 232 237
237 232 236
240 235 239
236 231 235
235 230 234
240 235 239
238 233 237
237 232 236
240 235 239
242 237 241
238 233 237
238 233 237
241 236 240
236 231 235
240 235 239
243 238 242
240 235 239
237 232 236
228 223 227
234 232 235
243 241 244
235 233 236
230 228 231
229 227 228
231 230 228
238 234 235
238 234 235
229 225 226
230 226 227
224 220 221
216 212 213
222 217 221
227 222 226
232 227 231
236 231 235
229 225 226
231 227 228
232 228 227
229 225 222
230 226 225
230 226 225
232 227 231
231 226 230
225 223 226
228 226 229
226 224 229
216 214 219
224 222 225
227 225 228
225 223 228
229 227 232
217 216 221
224 223 228
223 221 226
216 214 219
219 217 222
225 223 228
222 219 226
216 213 220
225 224 230
226 225 231
221 222 227
223 224 229
220 221 226
219 220 225
221 222 227
219 220 225
220 219 225
219 218 224
217 216 224
216 215 223
214 213 219
219 218 224
222 219 226
223 220 227
226 223 230
223 220 227
222 219 226
222 219 226
221 220 225
223 222 227
216 216 218
218 218 220
222 222 224
216 216 218
220 220 222
232 232 234
228 229 231
224 225 227
224 225 229
223 224 228
219 220 222
222 223 225
224 224 226
224 222 225
224 222 225
227 222 226
228 223 229
232 227 233
234 229 235
229 227 232
225 223 228
222 220 225
226 224 227
233 231 234
229 227 232
229 227 232
231 229 232
229 227 230
228 226 229
232 230 233
231 229 232
229 227 230
234 232 235
231 229 232
227 225 228
222 220 223
218 216 219
226 224 227
223 221 224
219 217 220
217 215 220
217 215 220
223 221 226
224 222 225
221 219 222
224 222 223
226 226 226
222 220 221
221 217 218
221 217 218
222 218 219
224 220 221
226 224 227
224 224 226
221 220 225
219 218 223
219 220 225
216 219 226
215 220 226
209 216 224
203 211 222
191 200 215
176 189 205
164 180 195
160 176 192
162 179 195
165 184 198
162 184 197
165 187 198
162 185 193
160 180 189
161 181 190
164 182 194
156 175 190
152 173 194
140 161 190
100 125 165
62 94 145
34 74 136
31 78 150
28 78 163
27 81 177
29 86 191
28 91 197
24 88 196
16 84 191
22 90 191
30 100 196
27 96 189
21 90 183
23 91 188
26 91 191
26 87 193
28 85 192
27 80 182
31 77 171
38 79 161
54 89 157
78 108 160
115 139 175
158 175 195
171 184 193
161 166 172
162 163 167
181 178 185
198 195 202
214 211 220
220 217 226
206 204 217
193 193 205
179 183 195
174 180 192
172 180 191
171 181 191
169 183 192
167 184 191
171 186 193
164 179 186
164 177 185
169 182 190
168 181 190
162 174 186
160 172 186
159 171 187
155 167 183
158 170 186
168 178 190
170 178 189
170 176 188
170 177 187
169 176 182
171 179 182
173 178 181
176 177 179
188 182 184
191 177 177
196 173 167
202 166 150
212 163 131
216 159 106
217 153 79
224 158 64
228 161 54
231 161 47
235 157 46
239 150 46
231 127 40
222 99 31
209 63 16
190 27 0
192 15 0
203 15 4
203 10 3
212 13 10
219 11 11
221 5 8
232 7 13
230 4 8
229 4 8
226 6 6
223 8 6
224 9 6
225 7 6
228 5 6
229 5 6
224 5 9
217 8 13
202 15 22
181 24 35
143 17 38
92 7 38
58 7 50
43 22 81
45 47 121
37 57 143
26 59 154
26 63 167
24 66 174
21 72 181
20 74 183
22 78 187
23 79 188
20 78 185
21 79 179
31 88 178
39 93 165
42 91 134
62 100 109
112 137 107
171 180 113
208 203 99
229 211 77
238 212 55
242 211 35
245 211 25
248 214 21
246 212 19
245 214 27
244 213 35
237 211 56
208 188 67
140 127 48
70 65 36
39 39 51
27 31 78
32 36 109
29 35 123
33 38 138
34 43 146
29 38 139
28 39 129
35 48 126
73 84 146
141 154 199
197 208 236
228 235 253
238 240 252
234 235 240
229 230 235
228 229 233
238 237 242
237 236 241
230 230 232
240 238 239
238 232 234
234 225 228
238 232 236
227 222 226
227 225 228
226 226 228
222 220 221
225 220 217
235 224 218
236 219 201
235 213 174
229 201 138
222 187 97
224 185 68
237 191 53
242 193 38
241 189 27
239 185 15
239 185 15
247 193 22
248 194 23
245 193 21
240 188 16
242 190 16
248 195 17
247 196 17
248 197 18
248 197 18
249 199 18
247 197 16
246 196 15
250 199 20
249 198 19
249 198 21
251 200 21
249 199 18
247 197 16
250 200 17
252 202 21
250 200 19
250 199 20
252 201 22
255 205 24
254 204 23
253 203 22
251 200 21
250 196 25
253 188 32
252 169 39
229 126 25
199 70 2
185 34 0
196 26 3
202 15 6
205 10 6
207 7 7
205 7 6
203 7 8
196 4 1
200 8 7
205 11 11
213 13 15
219 8 14
222 7 12
223 7 12
215 11 12
198 16 12
176 25 14
174 58 43
204 121 105
229 176 160
245 213 198
248 228 217
246 233 225
248 241 235
246 242 239
241 239 240
240 239 244
236 237 242
239 240 245
238 239 244
235 234 240
236 234 239
237 235 240
235 233 236
236 234 237
239 234 238
241 236 240
238 233 239
238 233 239
241 239 244
237 235 240
239 237 242
241 239 244
241 239 242
242 240 243
243 241 244
238 236 239
239 237 242
243 241 246
240 238 241
240 238 241
242 242 242
237 237 237
235 233 236
235 233 236
237 235 238
240 238 241
240 238 241
236 234 237
237 237 239
241 242 244
237 238 240
231 235 236
235 239 242
235 238 243
217 220 227
195 199 208
177 183 195
170 177 193
166 175 192
164 176 192
166 180 193
171 187 202
168 184 200
168 185 201
168 185 201
169 187 201
169 185 200
166 183 199
165 182 200
164 183 200
165 184 201
167 184 200
171 187 203
177 189 205
179 188 205
179 186 202
179 182 197
183 185 197
198 196 207
206 203 210
219 214 220
231 226 230
231 225 227
234 225 226
241 232 233
241 235 235
243 237 239
243 237 241
240 236 237
238 233 237
236 234 237
240 238 243
235 233 236
236 234 237
237 235 238
234 232 235
237 235 240
244 242 245
243 241 244
234 232 235
235 233 236
234 232 235
243 241 244
241 239 242
231 229 232
236 234 237
241 239 242
239 237 240
237 235 238
239 237 240
237 235 238
234 232 235
238 236 239
232 230 233
231 229 232
242 240 243
243 241 244
237 235 238
239 237 240
242 240 243
242 240 243
242 240 243
238 236 239
229 227 230
223 221 224
228 226 229
237 235 238
240 238 241
241 239 242
240 238 241
234 232 235
232 230 233
239 237 242
235 233 238
239 234 238
239 234 238
229 224 228
232 227 231
237 232 236
237 232 236
236 231 235
237 232 236
242 237 241
238 233 237
234 229 233
240 235 239
240 235 239
240 235 239
240 235 239
243 238 242
236 231 235
232 227 231
239 237 240
238 236 239
234 232 235
235 233 234
235 233 234
232 231 229
228 224 225
229 225 226
233 229 230
232 228 229
225 221 222
223 219 220
225 220 224
228 223 227
235 230 234
236 231 235
228 224 225
229 225 226
232 228 227
231 227 224
226 222 221
222 218 217
224 220 221
230 225 229
226 224 227
231 229 232
227 225 230
223 221 226
234 232 235
227 225 228
221 219 224
229 227 232
216 215 220
222 221 226
225 223 228
224 219 225
220 218 223
222 220 225
222 217 224
218 215 222
220 219 225
219 218 224
221 220 226
221 220 226
212 213 218
212 213 218
221 220 226
219 218 224
215 214 220
219 218 224
226 223 230
221 218 225
217 214 221
219 216 223
220 217 224
221 218 225
226 223 230
223 220 227
223 221 226
223 221 226
219 217 222
224 222 227
221 219 222
216 214 217
222 220 223
226 224 227
224 224 226
229 229 231
227 227 229
219 219 221
220 221 223
216 217 219
217 217 219
221 221 223
220 218 221
222 220 223
224 222 225
223 221 224
223 221 224
225 223 228
225 223 228
221 219 224
224 222 227
223 222 227
229 227 230
223 221 224
221 219 224
226 224 229
226 224 227
224 222 223
229 227 230
233 231 234
229 227 230
225 223 226
230 228 231
228 226 229
227 225 228
220 218 221
227 225 228
234 232 235
227 222 226
224 219 223
222 217 221
224 219 223
227 225 228
224 222 225
224 222 225
229 227 230
230 228 229
224 222 223
224 220 221
226 222 223
225 221 222
226 222 223
227 223 224
221 219 220
220 220 222
225 224 229
227 226 231
222 223 228
216 219 224
211 218 224
212 219 227
206 214 225
190 200 212
172 184 198
164 177 193
165 181 196
164 181 197
160 179 193
162 181 195
164 184 195
160 183 191
159 182 190
162 182 193
158 177 192
160 181 200
155 176 203
123 147 185
84 112 160
48 82 143
33 73 145
30 75 160
30 80 175
30 87 190
22 86 192
17 84 191
15 86 192
17 86 189
15 87 185
21 91 186
22 92 187
29 97 196
22 87 189
17 78 184
25 82 187
33 85 186
39 84 175
51 90 169
69 103 164
90 119 163
114 138 166
155 171 186
169 178 185
167 170 175
183 183 185
204 199 205
219 214 220
226 221 227
229 227 232
226 225 233
217 217 225
197 200 209
183 187 198
173 179 191
170 178 189
170 180 190
168 181 190
173 186 195
167 180 188
162 177 184
163 178 185
167 180 189
167 179 191
162 176 187
157 173 186
153 169 184
159 173 186
167 177 187
169 178 187
169 176 186
169 176 184
170 177 183
172 180 183
175 179 182
175 173 176
187 175 175
191 168 162
198 163 144
203 157 123
210 151 95
222 156 78
231 163 64
236 169 54
238 173 47
236 169 38
239 169 39
240 162 38
238 147 40
236 131 40
222 97 30
198 53 6
194 31 0
198 21 3
199 13 1
210 15 9
214 10 9
216 2 4
227 4 9
230 3 10
229 4 10
227 4 7
225 7 8
223 8 6
225 7 8
226 6 8
228 5 10
221 8 14
207 12 18
182 18 27
150 24 45
95 10 43
53 7 56
46 30 93
43 51 126
35 59 145
31 64 159
26 68 170
25 69 178
19 69 180
20 76 187
20 80 192
18 78 192
19 81 194
23 83 193
20 82 185
23 83 181
29 85 170
29 82 148
33 78 117
63 98 102
120 142 106
176 184 107
215 212 99
227 212 69
233 211 47
239 213 32
245 217 29
243 215 27
238 213 35
232 209 51
204 186 62
132 121 42
78 72 38
44 41 52
30 31 77
30 33 102
30 36 120
24 30 124
30 38 139
33 40 146
32 39 145
32 37 139
29 36 127
43 52 131
79 90 154
142 155 200
197 208 238
220 229 246
231 238 248
234 237 244
232 233 238
235 234 239
238 237 242
232 233 237
235 236 238
230 228 231
230 225 229
237 231 233
230 224 226
231 229 230
233 231 232
228 224 221
228 219 210
237 220 202
234 212 175
231 203 140
229 195 105
228 187 71
230 184 47
237 188 34
245 193 29
246 192 24
244 190 19
242 188 17
243 191 19
243 191 19
243 193 20
245 195 22
244 195 17
246 196 15
245 195 14
245 195 14
249 201 17
249 201 17
246 198 14
248 200 16
251 202 21
249 200 20
249 200 20
248 199 19
245 196 16
245 194 15
248 197 18
250 199 22
250 199 22
248 199 21
249 200 22
253 204 24
254 205 24
251 203 19
250 202 18
251 201 20
251 194 25
254 184 36
249 161 37
226 118 20
203 72 2
193 40 0
193 23 0
201 17 5
205 12 7
209 11 10
206 6 6
202 3 0
206 4 2
209 5 6
213 7 11
218 7 13
219 8 14
214 10 13
204 16 14
186 25 15
180 53 38
209 116 99
244 181 166
255 218 205
255 236 223
254 237 227
249 238 232
251 243 240
247 243 242
242 240 243
237 236 241
