500 493
237 231 235
242 236 240
239 233 237
232 226 230
230 221 226
235 226 231
235 226 231
224 215 220
235 226 231
235 226 231
230 221 226
231 222 227
239 230 235
232 223 228
240 231 234
237 228 231
230 221 224
240 231 234
246 237 240
238 229 232
240 231 234
239 230 233
238 229 232
241 232 235
239 230 233
238 229 232
239 230 233
243 234 237
237 228 231
234 228 230
239 230 233
235 226 229
232 223 226
239 230 233
241 232 235
233 224 227
239 230 233
242 233 236
242 233 236
238 229 232
245 236 239
243 234 237
238 229 232
240 231 234
243 234 239
241 232 237
234 225 230
236 227 232
242 233 238
240 231 236
240 231 236
242 233 238
241 232 237
238 229 234
237 228 231
236 227 230
232 223 226
232 223 226
237 228 231
237 228 231
230 221 224
242 233 236
239 230 233
239 230 233
236 227 228
235 226 227
235 226 227
234 225 226
233 224 225
234 225 226
233 224 225
233 224 225
236 227 228
236 227 228
233 224 225
227 218 219
235 226 227
236 227 228
233 224 227
235 226 229
232 223 228
234 225 230
231 222 227
227 218 221
232 223 226
229 220 221
231 222 223
232 223 224
231 222 223
230 221 222
229 220 221
229 220 221
230 221 222
230 221 222
231 222 225
234 225 228
234 225 228
231 222 225
231 222 225
229 220 223
228 219 222
236 227 230
236 225 229
230 219 223
228 219 220
232 223 224
234 225 226
229 220 221
231 222 223
230 221 222
223 214 215
225 216 217
230 219 223
236 227 230
226 220 224
222 217 221
231 229 232
111 109 112
7 1 5
20 9 13
18 7 13
15 4 10
14 5 10
12 3 6
17 5 7
16 4 4
15 3 7
14 3 7
14 2 6
22 3 0
39 8 0
104 67 12
209 169 55
237 200 47
233 196 27
246 211 31
246 211 33
239 204 26
234 197 20
236 199 23
239 202 26
237 199 26
236 200 26
236 200 26
240 204 30
234 198 22
239 203 27
236 201 23
244 207 28
235 199 17
233 197 15
235 199 17
240 204 22
238 201 22
234 197 18
236 201 23
236 199 22
233 198 20
239 204 26
232 197 19
232 197 19
237 202 24
243 206 29
243 208 30
241 204 25
240 204 22
237 202 16
243 208 20
246 211 25
244 210 25
244 209 29
240 205 27
237 204 27
239 208 32
240 208 37
241 208 41
242 209 46
244 210 51
238 204 45
236 202 43
247 213 53
241 208 45
243 211 50
243 214 52
238 208 48
238 210 49
242 214 53
237 209 50
234 205 51
238 209 56
239 209 59
242 212 64
245 215 65
241 212 58
241 213 54
249 221 60
245 216 60
241 211 61
246 218 74
246 217 77
246 215 75
244 213 73
237 205 68
233 201 64
234 202 67
238 204 70
237 203 69
235 199 61
235 203 60
244 213 63
247 214 59
246 212 53
239 204 40
242 207 43
242 207 45
239 205 46
241 208 53
244 213 61
241 209 62
241 210 67
242 213 73
242 213 77
239 211 78
237 208 80
234 205 77
234 205 75
237 209 76
237 207 73
238 209 73
237 206 66
240 209 67
240 210 64
235 205 57
239 209 61
246 219 70
245 218 67
247 220 67
250 221 65
249 220 56
246 215 46
242 213 34
243 215 30
245 217 29
248 220 32
249 221 36
239 210 31
245 218 43
247 219 50
241 214 49
248 220 59
246 218 57
247 219 58
251 224 59
247 220 51
242 216 45
239 213 38
243 216 37
244 217 38
248 218 42
243 213 41
241 213 43
246 219 50
249 222 55
245 218 51
244 215 49
245 217 48
240 209 41
242 211 42
243 212 43
242 211 42
243 212 46
242 210 47
241 209 49
242 212 54
245 216 60
244 217 64
245 215 67
250 219 69
245 212 55
240 207 44
242 208 38
239 206 31
241 206 28
240 208 25
243 209 23
241 211 19
242 209 16
243 210 19
245 211 25
243 209 24
239 207 26
237 206 27
238 207 29
240 209 33
238 206 33
245 213 42
245 213 44
243 210 43
245 212 47
241 208 43
238 205 38
238 206 35
238 205 32
241 208 35
239 206 33
238 205 32
236 203 26
235 203 22
239 207 24
234 206 37
226 207 76
135 121 33
32 13 0
33 13 12
28 9 11
25 6 10
21 4 10
18 2 12
18 4 17
18 5 15
21 4 12
21 2 6
26 6 8
32 12 14
26 6 8
28 6 9
31 6 10
28 3 6
32 7 11
30 5 8
28 6 8
29 9 10
31 11 12
22 2 3
23 3 4
27 7 9
30 10 12
29 9 11
26 6 8
32 12 14
34 14 15
28 8 9
26 6 7
19 0 2
17 1 2
22 7 10
20 5 10
17 4 11
19 6 13
19 4 11
19 2 8
25 6 12
25 6 12
23 4 10
25 6 12
28 9 15
30 11 17
26 7 13
25 6 12
27 8 14
24 5 11
26 7 13
26 7 11
22 3 7
24 5 9
20 1 5
21 2 6
22 3 7
26 5 12
32 11 18
32 11 18
22 1 10
29 8 17
29 8 17
28 7 16
28 7 16
20 0 8
27 6 15
28 7 16
22 2 11
23 3 12
21 1 10
24 4 13
30 9 18
28 7 16
29 9 18
29 9 18
21 1 10
25 4 13
29 8 17
22 1 8
30 9 14
30 9 14
24 3 8
32 11 16
23 2 7
22 2 4
24 4 6
25 6 8
25 6 8
23 2 9
26 3 11
36 11 17
31 6 10
36 11 17
35 10 16
30 7 13
35 14 19
35 14 21
38 15 23
36 11 17
41 16 22
44 17 24
44 17 24
41 14 23
46 16 26
46 16 24
59 29 37
66 36 44
207 196 200
222 211 215
224 213 217
223 212 216
224 213 217
230 219 223
228 217 221
228 217 221
231 220 224
233 222 226
231 221 222
234 224 225
230 220 221
228 218 219
238 228 229
242 232 233
237 227 228
235 225 226
236 226 227
238 228 229
239 230 233
236 227 230
231 222 225
237 228 231
233 224 227
232 223 226
238 229 232
240 231 234
235 226 229
236 227 230
240 229 233
239 228 232
229 218 222
234 223 227
234 223 227
229 218 222
228 217 221
234 223 227
234 223 227
241 230 234
238 229 232
237 228 231
236 227 230
237 228 231
245 236 239
245 236 239
241 232 235
242 233 236
246 237 240
240 231 234
240 231 236
235 226 231
235 226 231
240 231 236
240 231 236
237 228 233
245 236 241
240 231 236
235 226 231
237 228 233
236 227 230
237 228 231
235 226 229
236 227 230
232 223 226
237 228 231
238 229 232
241 232 235
235 229 231
243 237 239
237 231 235
231 225 229
238 232 236
238 232 236
241 235 239
235 229 233
237 231 235
238 232 236
237 228 233
237 228 233
235 226 231
229 220 225
233 224 229
235 226 231
236 227 232
238 229 234
242 233 238
238 229 234
238 229 232
234 225 228
230 221 224
238 229 232
246 237 240
240 231 234
241 232 235
234 225 228
229 220 223
238 229 232
239 230 233
241 232 235
246 237 240
244 235 238
244 235 238
241 232 235
238 229 232
246 237 240
241 232 235
233 224 227
240 231 234
240 231 234
242 233 236
238 229 232
240 231 234
239 230 233
239 230 233
235 226 229
232 223 226
237 228 231
240 231 236
236 227 232
234 225 230
234 225 230
236 227 232
238 229 234
238 229 234
240 231 236
240 231 236
240 231 236
235 226 229
240 231 234
229 218 222
235 224 228
241 232 235
238 229 232
233 224 227
239 230 233
238 229 232
234 225 228
228 219 220
233 224 225
235 226 227
237 228 229
233 224 225
232 223 224
233 224 225
234 225 226
236 227 228
237 228 229
236 227 228
231 222 223
234 225 226
235 226 227
230 221 224
228 219 222
228 219 224
233 224 229
234 225 230
228 219 224
234 225 228
230 221 222
230 221 222
232 223 224
230 221 222
225 216 217
228 219 220
230 221 222
234 225 226
237 228 229
236 227 230
226 217 220
227 218 221
231 222 225
233 224 227
234 225 228
230 221 224
232 223 226
232 221 225
230 219 223
229 220 221
228 219 220
231 222 223
230 221 222
233 224 225
231 222 223
224 215 216
227 218 219
233 222 226
228 219 224
223 216 223
224 219 225
229 227 232
117 115 118
6 0 2
15 6 9
17 6 10
14 4 5
13 4 7
14 5 6
14 2 2
15 4 2
14 4 3
15 5 4
15 3 3
20 1 0
36 8 0
106 70 10
204 166 43
232 193 30
227 191 9
243 205 16
240 202 13
238 200 11
239 201 12
241 203 14
239 199 13
235 197 10
233 195 10
223 188 2
239 201 14
239 201 14
239 201 14
241 203 14
236 198 9
239 201 12
244 205 14
236 197 6
233 194 5
242 203 14
241 203 16
240 202 15
240 202 15
238 200 13
240 202 15
232 194 7
237 199 14
241 203 16
246 208 21
243 205 16
239 202 10
240 203 9
244 206 11
246 208 11
244 208 12
249 213 17
241 204 12
242 204 15
245 210 22
245 211 25
239 205 22
239 204 24
242 206 32
245 209 37
243 206 37
238 202 30
243 207 35
242 206 34
240 208 37
244 212 41
242 211 42
239 208 39
245 214 45
238 207 39
230 198 35
241 209 48
236 204 44
231 198 41
243 211 51
243 211 50
244 213 45
245 214 46
238 206 43
241 211 53
244 213 61
240 208 61
243 211 66
246 211 67
236 201 55
241 206 62
240 205 61
238 201 58
239 203 57
247 210 60
247 212 58
248 214 54
244 209 43
237 203 33
238 202 28
243 206 30
240 204 30
236 199 30
236 202 34
246 211 47
237 203 43
238 205 48
244 211 58
239 208 58
238 206 63
236 205 63
238 207 67
233 202 60
240 209 66
241 211 65
238 207 57
236 205 53
244 214 58
241 211 53
231 199 39
235 205 45
247 217 57
246 218 56
246 217 53
247 219 50
249 219 45
243 213 31
242 212 26
244 214 22
243 213 17
244 216 19
247 217 25
244 215 27
244 214 32
244 215 36
241 214 39
246 218 48
245 217 47
248 220 51
253 225 55
249 223 50
241 216 38
240 215 34
242 216 33
242 214 29
243 215 30
243 214 32
242 213 33
243 216 37
245 218 41
247 220 43
247 220 43
245 215 39
243 213 37
246 217 38
247 218 39
246 215 39
245 213 40
243 211 40
239 207 36
243 211 42
242 213 47
244 215 53
246 216 58
245 212 55
239 206 43
241 207 37
240 205 27
238 204 19
235 200 14
235 202 11
241 207 12
243 211 14
245 211 15
242 208 12
247 213 20
241 206 16
237 204 15
239 205 19
239 205 20
244 210 25
239 205 22
246 211 31
245 210 32
244 208 32
250 214 40
239 206 31
239 203 27
236 204 25
238 204 21
238 204 21
240 205 25
238 204 21
239 205 19
237 204 15
241 208 15
235 208 33
225 207 69
130 114 26
22 3 0
28 8 7
27 9 9
22 3 5
18 2 5
18 3 8
19 6 15
16 3 10
18 2 5
20 2 2
24 6 6
30 10 9
27 7 6
26 6 5
26 5 4
25 4 3
33 9 9
27 6 5
22 2 1
21 2 0
24 5 1
24 5 1
25 5 4
23 3 2
31 11 12
29 9 10
23 3 4
28 10 10
24 4 3
21 3 1
24 6 4
19 4 1
18 2 2
19 5 5
15 3 3
15 3 5
16 4 6
17 2 5
18 2 5
25 9 10
20 4 7
17 1 2
18 2 5
22 6 9
22 3 7
22 6 9
22 3 7
20 4 5
21 2 4
19 1 1
23 5 5
19 1 1
24 6 6
25 7 7
26 8 8
22 4 4
22 4 4
26 7 9
24 5 9
17 1 4
24 8 11
18 2 5
23 7 10
23 7 10
18 2 5
22 6 9
22 5 11
25 8 14
22 5 11
17 0 6
21 4 10
21 4 10
19 2 10
20 3 11
24 7 15
21 4 10
20 3 11
22 5 11
22 3 7
20 4 7
21 2 6
23 4 8
26 7 11
21 2 6
21 2 4
21 5 6
20 4 5
27 11 14
33 14 20
20 0 8
28 7 14
28 7 12
26 3 9
30 7 13
27 6 11
28 7 14
31 10 17
31 8 16
32 7 13
33 8 14
36 9 16
36 9 16
34 4 14
46 16 26
51 21 29
43 13 21
49 19 27
215 204 208
220 209 213
217 206 210
218 207 211
220 209 213
225 214 218
227 216 220
230 219 223
234 223 227
236 225 229
232 221 225
232 221 225
235 224 228
231 220 224
236 225 229
234 223 227
238 228 229
236 226 227
238 227 231
237 226 230
246 237 240
243 234 237
238 229 232
240 231 234
235 226 229
230 221 224
234 225 228
236 227 230
231 222 225
235 226 229
233 222 226
231 220 224
227 216 220
233 222 226
234 223 227
231 220 224
234 223 227
237 226 230
237 226 230
240 229 233
232 223 226
239 230 233
238 229 232
237 228 231
247 238 241
243 234 237
238 229 232
242 233 236
242 233 236
235 226 229
239 230 235
241 232 237
243 234 239
245 236 241
242 233 238
233 224 229
238 229 234
235 226 231
236 227 232
238 229 234
239 230 233
243 234 237
244 235 238
242 233 236
233 224 227
237 228 231
237 228 231
236 227 230
238 232 234
243 237 239
242 233 238
245 236 241
242 236 240
236 230 234
237 228 233
236 227 232
242 236 240
239 233 237
241 235 239
236 230 234
240 231 236
240 231 236
232 223 228
232 223 228
238 229 234
237 228 233
236 227 232
240 231 236
239 230 233
242 233 236
238 229 232
238 229 232
238 229 232
237 228 231
242 233 236
230 221 224
223 214 217
237 228 231
241 232 235
237 228 231
240 231 234
240 231 234
241 230 234
243 232 236
240 231 234
240 231 234
241 230 234
240 229 233
244 235 238
238 229 232
241 232 235
237 228 231
234 225 228
241 232 235
242 233 236
237 228 231
236 227 230
234 225 228
236 227 232
233 224 229
236 227 232
231 222 227
230 221 226
235 226 231
236 227 232
236 227 232
239 230 235
242 233 238
234 225 228
235 226 229
238 227 231
236 225 229
239 230 233
242 233 236
239 228 232
239 228 232
243 234 237
235 226 229
226 217 218
231 222 223
233 224 225
240 231 232
237 228 229
231 222 223
235 226 227
238 229 230
238 229 230
239 230 231
236 227 228
232 223 224
234 225 226
237 228 229
234 225 228
232 223 226
230 221 226
232 223 228
232 223 228
225 216 221
232 223 226
229 220 223
230 221 224
233 224 227
232 223 226
228 219 222
228 219 222
229 220 223
229 220 223
232 223 226
231 222 227
231 222 227
234 225 230
232 223 228
230 221 226
235 226 231
233 224 229
230 221 226
230 221 224
232 223 226
233 224 227
229 220 223
230 221 224
235 226 229
230 221 222
226 217 218
228 219 220
231 222 223
231 220 224
229 220 225
228 221 228
223 218 224
231 229 234
129 127 132
8 4 5
24 15 16
12 2 3
17 7 6
12 3 4
13 5 3
15 4 2
15 4 2
13 3 2
13 3 2
16 5 3
21 3 0
32 4 0
96 60 0
212 174 51
239 200 37
233 196 17
239 204 16
237 199 12
244 206 19
239 201 14
243 205 18
240 202 15
237 199 12
238 200 13
242 204 17
242 204 19
243 205 20
234 199 13
237 202 16
239 204 18
238 203 17
241 203 18
240 202 17
238 199 16
238 199 16
240 202 17
236 198 13
242 203 20
242 203 20
240 201 18
239 200 17
234 195 12
238 199 16
244 206 21
241 203 16
241 203 14
242 205 13
241 204 10
244 207 13
245 208 14
245 208 16
243 205 16
243 205 18
240 205 19
242 206 22
241 207 24
243 208 30
249 213 39
246 210 38
244 208 36
239 203 31
238 200 29
243 207 35
240 203 34
243 209 39
251 217 47
245 211 41
243 211 40
243 211 42
245 210 46
250 215 53
239 205 46
243 208 52
249 214 58
244 210 51
241 208 45
237 204 41
238 204 45
237 202 50
242 206 60
245 210 68
248 213 71
247 212 68
235 200 54
248 214 65
248 212 64
245 209 59
246 211 57
249 215 56
246 211 49
245 211 43
247 214 41
244 211 34
243 207 31
243 207 31
243 207 33
240 204 32
234 200 30
238 204 36
239 204 38
237 204 41
242 208 49
244 209 55
242 206 56
240 204 54
244 210 61
239 205 54
242 211 59
248 218 62
243 211 51
245 213 52
247 216 50
242 211 43
235 202 35
239 208 40
251 220 51
245 217 47
250 220 46
247 218 39
245 215 31
248 217 30
246 213 22
248 215 22
249 216 25
246 215 26
250 216 31
248 216 35
248 215 38
246 214 41
252 220 51
250 217 50
249 218 52
253 222 56
255 225 59
250 222 53
243 216 41
243 216 39
248 219 40
243 214 34
247 216 37
250 219 40
247 216 38
245 216 37
245 218 41
245 218 41
246 216 40
249 218 42
246 215 39
247 215 42
248 216 43
247 214 41
244 211 38
245 212 37
242 209 32
246 215 37
246 214 41
246 215 47
246 214 51
243 210 47
240 206 38
245 209 35
236 199 20
237 201 17
237 199 14
238 203 15
244 206 17
242 208 15
