235 500
221 5 8
222 6 9
225 6 12
223 7 12
223 7 10
223 9 11
224 8 13
224 8 13
225 9 12
225 9 12
226 7 13
225 6 12
224 8 11
225 9 12
227 8 12
227 8 12
225 9 12
226 10 13
227 8 14
226 7 13
224 8 11
223 7 10
222 8 10
222 8 10
222 8 10
223 9 11
223 9 11
223 9 11
223 9 11
223 9 11
223 9 11
224 10 12
222 8 10
222 8 10
221 6 13
221 6 13
221 6 11
222 7 12
222 7 12
222 7 12
222 7 12
222 7 12
222 7 14
222 7 14
222 7 12
222 7 12
221 6 13
222 7 14
223 8 13
223 8 13
223 8 13
222 7 12
221 6 11
222 7 12
222 7 14
222 7 14
223 8 13
223 8 13
223 8 15
223 8 15
222 9 13
222 9 13
223 8 15
222 9 15
222 9 13
219 9 12
221 8 14
221 8 14
220 10 13
219 9 12
219 8 14
219 8 14
220 10 13
220 10 13
222 9 15
221 8 14
219 9 12
219 9 12
221 8 14
219 8 14
219 9 12
217 8 11
218 8 11
218 8 11
218 10 10
220 12 12
220 11 14
220 11 14
220 11 14
220 11 14
219 10 13
219 10 13
219 10 13
218 9 12
218 9 14
217 8 13
219 10 13
219 10 13
219 8 15
220 9 16
220 9 15
220 10 13
220 10 13
220 10 11
221 9 8
221 9 8
221 8 10
219 9 10
220 10 13
217 11 13
216 11 16
215 10 15
217 8 13
219 8 14
227 12 20
220 15 22
203 20 24
158 18 19
85 7 7
51 1 0
59 0 0
110 20 20
174 31 35
194 18 21
211 12 17
218 9 14
217 11 15
217 11 15
217 11 15
217 11 13
217 11 13
217 11 11
216 12 13
214 10 11
216 10 14
216 10 14
214 9 14
215 10 15
216 9 15
216 9 15
214 10 13
214 10 13
215 9 13
215 9 13
214 10 11
214 10 11
215 9 13
215 9 13
214 10 11
214 10 11
215 9 13
215 9 13
214 10 11
213 9 10
213 7 11
213 7 11
212 8 9
211 7 8
215 9 13
215 9 13
214 10 11
213 9 10
213 7 9
214 8 10
214 10 13
214 10 13
213 9 12
213 9 12
214 10 13
215 11 14
216 12 13
216 12 13
215 11 14
214 10 13
214 10 13
214 10 13
216 12 15
216 12 15
215 11 14
215 11 14
215 11 14
214 10 13
213 10 13
214 11 14
212 12 14
214 11 14
215 10 15
215 8 14
213 9 12
212 9 12
210 11 14
207 11 15
211 10 18
210 9 19
213 7 19
212 9 15
211 15 16
227 36 28
239 51 40
224 38 26
209 21 19
205 15 17
207 10 19
210 9 19
211 8 14
212 7 12
212 7 12
212 7 12
212 7 12
212 7 12
211 8 12
212 9 13
213 10 14
210 7 11
210 7 11
210 7 11
207 7 10
207 7 10
207 8 11
206 7 10
206 7 10
206 7 10
207 8 11
205 9 11
203 7 9
202 8 9
206 7 10
206 7 10
204 8 10
205 9 11
206 7 10
207 8 11
206 7 12
205 6 11
206 7 10
206 7 10
206 7 10
206 7 10
206 7 10
208 9 12
207 8 13
206 7 12
207 8 13
205 6 9
204 6 7
199 5 5
189 3 8
172 10 21
184 61 82
228 132 160
255 181 215
245 163 199
223 7 12
225 6 10
227 4 9
228 3 11
229 3 14
229 3 15
226 4 15
224 4 14
222 7 15
218 4 12
220 5 13
220 6 14
221 6 14
220 6 14
221 6 14
221 6 14
223 6 15
224 7 16
225 8 17
223 6 15
223 6 15
222 5 16
224 4 16
227 7 19
229 9 21
230 10 22
231 9 22
230 10 22
231 11 23
230 10 20
228 8 18
228 11 20
223 12 18
226 23 26
246 54 53
239 47 46
230 26 29
225 14 20
226 9 18
231 11 21
231 9 20
231 9 20
232 10 21
233 11 22
233 13 23
234 15 23
232 15 23
231 14 22
231 14 22
230 13 21
230 13 21
233 14 22
231 14 22
231 14 22
232 15 23
232 15 23
235 16 24
235 16 24
233 14 22
232 13 21
233 12 19
232 13 21
231 11 21
233 13 23
234 14 24
234 14 24
233 13 23
232 12 22
234 12 23
233 11 22
234 10 20
234 10 20
236 12 22
237 13 23
236 12 22
238 14 24
238 14 24
238 14 24
238 14 24
238 14 25
235 13 24
234 12 25
232 10 21
234 12 23
235 14 23
234 13 22
234 12 23
233 11 22
233 12 21
233 12 21
235 11 21
233 12 21
233 12 21
234 15 23
236 15 24
237 16 25
236 17 25
234 15 23
234 13 22
234 13 22
233 14 22
233 14 22
233 14 22
233 14 22
233 12 21
234 13 22
236 12 22
236 12 22
235 11 21
236 12 20
237 13 23
236 12 20
236 12 20
237 14 19
237 13 21
237 14 19
234 13 20
235 14 21
234 15 21
233 14 20
233 14 20
233 14 18
233 14 20
233 14 18
233 14 20
234 15 19
235 16 22
236 15 22
237 13 21
240 15 23
243 13 23
238 13 19
227 13 13
197 25 23
196 95 99
241 181 189
255 222 234
254 186 199
193 73 83
194 28 38
226 19 29
239 12 21
241 12 19
238 11 18
237 12 20
236 12 22
233 11 22
231 11 21
232 10 21
232 11 20
232 13 19
232 13 19
232 13 17
231 12 16
233 12 17
235 14 19
233 14 18
231 12 16
233 14 20
232 13 19
231 12 18
231 12 18
231 12 18
231 12 18
232 13 19
232 13 17
231 12 18
231 12 16
232 13 19
230 11 17
231 12 18
231 12 18
231 12 18
231 12 18
232 13 19
233 14 20
233 14 20
232 13 19
232 13 19
231 12 18
231 12 16
231 12 16
230 11 17
230 11 17
231 12 18
231 12 18
231 12 20
230 11 19
230 11 19
230 11 19
230 9 18
230 9 18
229 10 18
228 9 17
228 9 17
228 9 17
228 9 17
229 10 18
230 9 18
229 8 17
229 8 17
229 8 17
230 9 18
231 10 19
230 11 19
229 10 18
230 9 18
229 8 17
227 6 15
227 6 13
226 7 15
226 7 13
226 7 13
226 7 13
226 7 13
226 7 13
227 8 14
226 7 13
227 6 15
227 6 15
228 7 16
227 6 15
226 5 14
226 5 14
227 6 15
228 7 16
229 8 17
227 6 15
225 6 14
225 6 14
225 6 14
225 6 14
224 7 15
224 8 13
224 7 15
223 7 12
223 7 12
222 6 9
223 4 10
223 4 8
221 5 10
220 4 7
223 4 10
222 3 7
221 5 10
221 5 10
221 5 10
222 6 11
220 4 9
221 5 10
224 5 11
224 5 11
222 6 11
223 7 12
223 7 12
224 8 13
224 8 13
224 8 13
226 7 13
224 5 11
223 7 12
224 8 11
226 7 13
226 7 11
224 8 13
224 8 13
226 7 13
225 6 12
223 7 12
223 7 10
222 6 11
221 7 9
221 6 11
222 7 12
222 7 12
222 7 12
222 7 12
222 8 10
223 8 13
222 8 10
222 7 12
221 6 11
220 5 12
219 4 11
220 5 12
220 5 10
221 6 13
220 5 10
220 5 12
220 5 12
220 5 12
219 4 11
221 6 13
220 5 12
220 5 12
221 6 13
221 6 13
220 5 10
221 6 13
220 5 10
219 4 11
220 5 12
221 6 13
221 6 13
223 8 15
222 7 14
222 7 14
222 7 14
221 8 14
222 9 15
221 6 13
221 6 13
220 7 13
220 7 13
220 7 13
220 7 13
221 8 14
218 7 13
220 7 13
219 8 14
220 7 13
221 8 14
221 8 14
220 7 13
219 6 12
220 7 13
220 7 13
220 7 13
218 7 13
217 7 10
216 6 9
217 7 10
216 6 9
216 7 10
218 8 11
218 8 11
218 8 11
218 8 11
217 7 10
216 6 9
217 7 10
218 7 13
218 7 13
219 8 14
218 7 13
219 8 14
221 7 15
222 8 16
221 7 15
221 8 14
221 8 12
221 8 10
222 8 10
221 7 9
221 7 9
220 7 11
218 8 11
217 8 13
215 10 15
214 9 14
215 6 12
219 5 13
226 11 19
220 15 22
202 17 22
157 14 16
83 5 5
51 1 0
59 0 0
109 19 19
172 29 33
195 16 22
209 10 15
217 8 13
218 9 14
215 9 13
218 9 14
218 9 14
217 8 11
217 8 11
213 7 9
212 6 10
214 8 12
215 8 14
214 7 13
214 7 13
216 7 13
214 7 13
213 6 12
213 7 11
213 7 11
213 7 11
213 7 11
212 8 11
213 7 11
213 7 11
213 7 11
212 8 11
213 7 11
213 7 11
213 7 11
212 6 10
210 4 8
210 4 8
210 4 8
211 5 9
213 7 11
213 7 11
213 7 11
212 6 8
211 5 9
212 6 10
213 7 11
212 8 11
213 7 11
213 9 12
214 8 12
214 10 13
214 8 10
213 9 10
214 8 12
212 8 11
213 7 11
212 8 11
213 7 11
212 8 11
213 7 11
212 8 11
212 6 10
212 8 11
212 8 11
212 8 11
210 7 10
212 8 11
214 5 11
213 4 10
212 3 8
209 5 8
207 7 10
208 7 13
209 5 14
210 4 16
211 3 16
209 4 11
210 12 13
226 33 26
240 49 39
223 35 24
206 17 13
206 11 15
206 6 16
210 6 17
211 6 13
212 5 11
212 5 11
212 5 11
212 5 11
212 5 11
211 6 11
210 5 10
211 6 11
210 5 10
210 5 10
211 6 11
210 7 11
208 5 9
207 7 10
207 7 10
207 7 10
207 7 10
207 7 10
207 7 10
205 6 9
205 6 9
206 6 9
206 6 9
206 6 9
207 7 10
207 7 10
208 8 11
206 5 11
206 5 11
206 6 9
206 6 9
208 5 9
206 6 9
207 4 8
207 7 10
206 5 11
205 4 10
207 6 12
208 5 9
206 3 6
202 4 5
195 4 9
176 10 20
188 62 84
228 129 158
255 176 211
244 160 196
223 4 12
223 2 9
227 2 10
228 1 10
230 3 14
229 1 14
226 1 15
223 1 14
221 4 15
222 6 17
223 6 17
222 6 17
224 7 18
222 6 17
222 5 16
221 4 15
222 5 16
226 6 18
224 4 16
226 6 18
225 5 17
224 3 18
227 5 20
227 5 20
229 7 22
230 8 23
234 9 25
232 10 25
229 9 21
229 9 21
227 7 19
227 10 21
222 11 20
224 21 25
245 52 53
237 44 45
230 25 30
223 12 21
224 7 18
230 10 22
231 11 23
230 10 22
231 9 22
232 10 23
232 12 24
233 13 25
232 12 24
232 12 24
231 11 21
229 9 19
231 9 20
231 9 20
231 12 20
232 13 21
233 14 22
234 15 23
235 14 23
235 14 23
234 13 22
232 11 20
234 10 20
231 10 19
232 10 21
231 9 20
233 11 22
233 11 22
232 10 23
231 9 22
234 10 21
234 10 21
235 11 21
235 11 21
233 11 22
233 11 22
236 12 23
238 14 25
239 15 25
239 15 25
237 13 24
236 12 23
236 12 23
235 11 22
235 11 22
235 11 22
236 12 23
235 11 22
236 11 25
235 11 22
233 11 22
233 11 22
232 10 21
232 10 21
232 10 21
234 12 23
236 14 25
236 14 25
236 14 25
235 13 24
234 12 23
234 12 23
234 12 23
234 12 23
233 11 22
233 11 22
233 11 22
234 12 23
236 12 23
236 12 23
235 11 22
235 11 21
235 11 22
234 10 20
234 10 20
234 10 18
234 10 20
235 11 19
234 13 22
234 13 22
234 13 22
235 14 23
234 15 23
233 14 20
233 12 21
234 13 20
234 15 23
235 16 22
235 14 23
235 14 23
236 12 22
238 12 23
240 13 24
235 10 18
226 12 14
194 22 22
195 96 99
241 186 192
255 226 233
251 188 196
193 73 83
193 27 37
225 17 30
239 12 23
239 9 19
239 9 19
235 9 20
235 11 22
233 11 22
232 10 21
231 9 20
232 11 20
233 12 19
232 13 19
231 12 18
231 12 18
232 11 18
232 11 18
233 12 19
233 12 19
232 11 18
232 11 20
229 10 18
229 10 18
232 11 20
232 11 20
231 12 20
231 12 18
232 11 20
231 10 17
229 10 18
229 10 18
230 9 18
230 9 18
230 11 19
230 11 19
231 10 19
231 10 19
230 11 19
230 11 19
231 12 20
230 11 19
230 11 17
229 10 16
230 9 18
230 9 18
230 11 19
230 11 19
231 10 19
230 8 19
230 8 19
230 8 19
230 8 19
230 8 19
229 7 18
230 8 19
230 8 19
230 8 19
230 8 19
230 8 19
230 8 19
229 7 18
228 8 18
228 8 18
230 8 19
230 8 19
230 8 19
228 6 17
229 7 18
229 7 18
228 6 17
228 7 16
228 6 17
227 6 15
227 6 15
228 7 16
228 7 16
227 6 15
227 8 16
228 9 17
228 6 17
227 5 16
228 6 17
227 5 16
226 4 15
226 4 15
227 5 16
228 6 17
231 7 18
227 5 16
226 6 16
225 5 15
226 4 15
225 5 15
224 7 16
224 7 15
225 5 15
225 6 14
225 6 14
224 5 11
223 4 12
223 4 10
223 4 12
223 4 10
223 4 12
223 4 10
221 4 12
221 4 12
224 5 13
224 5 13
222 3 11
222 3 11
225 6 14
225 6 14
223 6 14
222 5 13
225 6 14
225 6 14
224 7 15
224 7 15
227 8 16
225 6 14
222 5 13
223 7 12
225 6 14
225 6 12
224 7 15
224 7 15
226 7 15
225 6 14
225 6 14
223 7 12
222 5 13
222 6 11
222 5 13
223 6 14
223 6 14
223 6 14
222 7 14
222 7 12
223 6 14
222 6 11
221 6 13
221 6 13
220 3 11
221 4 13
220 5 13
221 6 13
222 5 14
222 5 13
221 4 13
221 4 13
221 4 13
221 4 13
220 5 13
220 5 13
222 5 14
222 5 14
222 5 14
222 5 13
221 4 13
220 3 11
220 5 13
219 4 12
221 4 13
221 4 13
222 7 15
222 7 15
221 6 14
221 6 14
222 7 15
220 5 13
220 5 13
222 7 15
221 6 14
221 6 14
221 6 14
222 7 15
222 7 15
221 7 15
222 7 15
220 6 14
218 3 11
217 2 10
217 2 10
218 3 11
217 2 10
219 4 12
221 6 14
218 4 12
218 4 12
218 5 11
218 5 11
218 5 11
218 5 11
217 6 12
218 5 11
218 5 11
218 5 11
218 5 11
218 5 11
218 5 11
218 5 11
217 3 11
217 3 11
217 3 11
217 3 11
217 3 11
217 1 12
216 0 11
217 1 12
218 2 13
220 5 13
221 6 13
220 4 9
218 2 7
220 4 9
220 3 11
219 4 11
216 5 12
213 6 14
212 5 13
214 3 12
216 2 12
223 7 18
220 13 23
204 18 23
157 12 15
80 5 2
49 1 0
57 0 0
108 18 20
169 26 32
192 11 20
207 6 14
215 4 11
214 5 11
214 5 11
215 4 11
215 4 11
217 3 11
217 4 10
215 4 10
213 2 9
213 2 9
212 2 11
212 2 11
213 3 12
214 3 12
214 3 12
212 3 9
212 3 9
212 3 9
210 3 9
210 3 9
210 3 9
212 3 9
210 3 9
210 3 9
210 3 9
212 3 9
212 3 9
211 2 8
212 3 9
212 3 9
212 3 9
212 3 9
212 3 9
213 4 10
213 4 10
213 4 10
212 3 8
212 3 9
212 3 8
212 3 8
210 4 8
212 3 8
210 4 8
212 3 8
210 4 8
213 4 9
210 4 8
213 4 9
211 5 9
213 4 10
211 4 10
213 4 9
211 5 9
213 4 7
210 4 6
212 3 8
211 5 9
211 5 9
211 5 9
213 4 9
214 3 9
217 2 10
218 1 10
214 1 7
212 1 7
209 2 8
208 3 10
211 1 14
214 2 17
215 3 17
210 0 9
212 8 11
228 29 24
243 46 37
225 31 22
208 13 11
207 7 10
209 3 13
210 3 13
212 2 11
213 2 9
213 2 9
213 2 9
214 0 8
212 1 8
211 2 8
211 2 8
210 1 7
212 3 9
214 5 11
213 4 10
211 4 10
211 4 10
211 4 12
211 4 12
211 4 10
211 4 10
210 3 11
210 3 11
210 3 9
210 3 9
210 3 11
210 3 11
211 4 10
212 5 11
212 5 11
212 5 11
210 5 10
210 5 10
211 4 12
211 4 12
213 4 10
212 5 11
213 4 10
211 4 10
212 5 13
213 6 14
212 5 13
216 7 13
213 4 9
206 0 4
201 2 7
185 11 21
193 64 86
228 127 157
255 171 208
243 157 196
225 4 13
224 3 10
228 1 10
230 0 10
232 2 14
232 2 15
227 1 15
225 0 14
223 3 15
222 5 16
222 5 16
222 5 14
221 4 15
222 5 16
222 5 16
224 4 16
224 4 16
222 2 14
223 3 15
226 6 18
225 5 17
225 3 18
226 4 19
229 4 20
230 5 21
231 6 22
232 7 23
232 7 23
229 7 20
229 9 21
227 7 19
227 10 21
222 11 20
224 21 25
245 52 53
237 45 44
229 24 29
223 12 19
226 9 20
229 9 21
230 10 20
230 10 20
231 9 20
231 9 20
231 11 21
231 11 21
231 9 22
232 10 23
231 9 20
229 7 18
228 6 17
229 7 18
230 9 18
231 10 17
233 12 19
234 13 20
234 13 20
234 13 20
236 12 20
235 11 19
232 8 16
233 9 17
233 9 19
233 9 19
234 10 20
234 10 20
233 9 20
233 9 20
233 9 19
233 9 19
234 10 20
234 10 20
232 11 20
232 11 20
235 11 21
236 12 22
237 13 21
237 13 21
235 11 21
235 11 21
234 10 20
234 10 20
235 9 20
235 9 20
235 9 20
235 11 21
235 11 22
234 10 21
234 10 21
232 10 21
231 9 20
230 8 19
231 9 20
233 11 22
234 12 23
234 12 23
234 12 23
234 12 23
234 12 23
234 12 23
234 12 23
234 12 23
232 10 21
233 11 22
233 11 22
234 13 22
236 12 23
236 12 22
235 11 21
235 11 21
235 11 21
232 8 18
234 10 20
234 10 18
233 9 19
235 11 19
234 13 22
234 13 20
234 13 22
234 13 20
234 15 23
232 13 19
232 11 20
232 11 18
233 14 22
233 14 20
234 13 22
234 13 22
235 11 21
240 14 25
240 13 24
234 10 18
225 13 12
194 22 20
196 97 100
239 184 189
255 227 234
253 190 198
191 74 82
193 27 37
226 18 31
238 11 22
239 9 19
239 9 19
236 10 21
234 10 21
233 11 22
232 10 21
231 9 20
232 11 20
232 11 18
232 11 16
231 12 18
231 12 18
232 11 18
233 12 19
233 12 19
233 12 19
232 11 18
231 10 17
229 10 18
228 9 17
232 11 20
232 11 20
231 12 20
231 12 20
232 11 20
230 9 18
229 10 18
228 9 17
230 9 18
230 9 16
229 10 18
231 12 18
231 10 19
232 11 18
230 11 19
230 11 17
230 11 19
229 10 16
230 11 19
230 11 17
230 9 18
230 9 16
230 11 19
230 11 19
231 10 19
230 9 18
230 9 18
230 9 18
230 9 18
230 9 18
230 9 18
230 8 19
230 8 19
230 8 19
230 8 19
230 8 19
230 8 19
229 7 18
228 8 18
228 8 18
230 8 19
230 8 19
230 8 19
229 8 17
229 7 18
229 8 17
228 6 17
228 7 16
228 6 17
227 6 15
226 5 14
227 6 15
227 6 15
227 6 15
226 7 15
227 8 16
227 5 16
225 3 14
226 4 15
226 4 15
225 3 14
225 3 14
226 4 15
227 5 16
227 5 16
227 5 16
225 5 15
223 3 13
223 3 13
223 3 13
222 5 14
222 5 13
224 4 14
225 6 14
225 6 14
224 5 13
223 4 12
223 4 12
223 4 12
223 4 12
223 4 12
223 4 12
221 4 12
221 4 12
224 5 13
224 5 11
222 3 11
222 3 9
224 5 13
225 6 12
222 5 13
222 6 11
223 4 12
224 5 11
222 5 13
223 7 12
225 6 14
224 5 11
221 4 12
222 6 11
224 5 11
224 5 11
223 7 12
223 6 14
225 6 14
224 5 13
224 5 13
222 6 11
220 3 11
220 4 9
220 4 9
221 5 10
221 4 12
221 4 12
220 5 12
220 5 12
221 4 12
222 5 13
221 6 13
221 6 13
221 4 12
221 4 12
221 6 14
221 6 13
223 6 15
222 5 13
221 4 13
221 4 12
221 4 12
222 5 13
220 5 12
221 6 13
223 6 15
222 5 13
222 5 13
222 5 13
221 4 12
220 3 11
219 4 11
219 4 11
220 3 11
221 4 12
220 5 13
221 6 13
221 6 14
222 7 14
221 6 14
219 4 11
219 4 12
219 4 11
218 3 11
218 3 11
219 4 12
220 5 13
220 5 13
220 5 13
220 5 13
219 4 12
220 5 13
220 5 13
220 5 13
221 6 14
220 5 13
222 7 15
223 8 16
224 9 17
223 8 16
221 8 14
221 6 13
222 9 13
220 7 13
220 7 13
220 7 13
221 6 13
222 7 14
222 7 14
222 7 14
222 7 14
221 6 13
219 4 12
219 4 12
219 4 12
219 4 12
219 4 12
220 3 12
221 4 15
220 3 14
220 3 14
221 4 13
224 5 13
222 3 9
222 3 7
222 3 9
223 4 10
222 5 13
220 6 14
218 7 16
216 6 15
219 5 13
221 6 14
226 9 18
222 12 21
209 20 26
159 14 17
81 3 1
47 0 0
57 0 0
110 18 21
172 27 34
196 12 20
210 7 13
217 4 10
215 4 10
216 5 12
217 3 11
217 3 11
218 3 11
219 4 11
218 4 12
217 3 11
215 4 11
215 4 13
215 4 13
214 3 12
216 2 12
216 2 12
214 3 10
213 4 10
214 3 10
213 4 10
213 4 10
213 4 10
214 3 10
213 4 10
213 4 10
213 4 10
213 4 10
213 4 10
214 5 11
214 5 11
215 4 11
215 4 11
214 5 11
214 5 11
216 5 12
216 5 12
216 5 12
214 5 10
215 4 11
214 5 10
215 4 10
214 5 8
215 5 8
214 5 8
214 5 8
214 5 8
212 3 6
213 4 7
215 5 8
217 7 10
216 5 11
216 5 11
216 5 11
215 6 9
217 7 10
217 8 11
216 7 10
216 7 10
216 7 10
215 6 9
217 6 12
218 5 11
223 4 12
224 5 13
220 3 11
217 4 8
214 5 10
215 6 12
216 4 16
218 3 18
219 4 19
213 2 11
214 8 10
230 29 22
244 46 35
228 32 20
211 12 9
210 7 10
210 3 11
212 2 11
213 2 9
212 1 7
213 2 8
213 2 8
216 3 9
216 3 9
213 2 8
212 3 8
212 3 8
213 4 9
214 3 9
213 4 9
213 4 9
210 3 9
213 3 12
211 4 12
211 4 10
211 4 10
209 2 8
211 2 8
211 2 7
211 2 7
211 2 8
211 2 8
211 2 7
211 2 7
211 2 7
212 3 8
211 5 9
211 5 9
212 3 9
212 3 9
212 3 8
212 3 8
213 4 9
213 4 9
211 4 10
212 5 11
214 5 11
216 5 12
216 3 9
212 1 7
208 3 8
185 8 18
191 59 82
230 125 156
255 171 207
244 156 196
227 3 11
227 4 9
230 1 6
231 0 6
233 2 12
232 2 14
229 2 13
225 0 11
223 1 12
225 5 15
224 4 14
223 4 12
223 3 13
223 3 13
224 4 14
226 4 15
227 5 16
223 1 12
225 3 14
228 6 17
227 5 16
226 4 17
227 2 16
230 4 18
231 5 19
232 6 20
233 7 21
232 8 19
231 9 20
231 9 20
229 7 18
228 11 19
222 11 17
224 22 22
245 53 50
237 45 42
229 25 26
225 12 16
230 11 19
230 9 18
231 12 20
231 12 20
231 10 19
231 10 19
232 11 20
232 11 20
234 10 20
231 10 19
231 10 19
230 9 18
230 9 18
231 10 17
231 10 15
234 11 16
235 12 17
235 12 17
235 12 17
236 13 18
236 13 18
234 11 16
233 10 15
232 9 14
232 9 14
233 10 15
233 10 15
234 9 15
235 10 18
236 11 19
236 11 19
235 10 18
233 9 17
233 10 15
233 10 15
235 12 17
236 11 17
236 11 17
235 12 17
234 11 16
232 11 16
232 11 16
234 11 16
233 10 15
234 9 15
234 9 15
235 10 16
235 10 16
235 10 18
233 9 17
233 9 17
233 9 19
230 9 18
230 9 18
229 10 18
231 12 20
233 12 21
234 13 22
233 14 22
230 11 19
232 11 20
233 12 21
234 13 22
234 13 22
232 11 20
234 13 22
233 12 21
234 13 20
236 12 22
236 12 20
233 12 19
233 12 19
235 11 19
234 10 18
232 11 18
232 11 16
232 11 18
234 13 18
234 13 20
234 13 18
234 13 20
233 12 17
231 10 17
231 10 15
231 10 17
232 11 16
233 12 19
233 12 17
233 12 19
233 12 19
235 11 21
239 13 24
240 13 24
234 11 16
225 13 10
193 21 17
197 97 99
241 184 190
255 226 233
255 190 198
193 73 82
192 27 34
226 19 29
238 11 20
239 10 15
237 11 15
236 11 17
234 10 18
233 12 21
232 11 20
230 9 18
232 11 18
232 11 16
232 12 14
232 11 16
232 11 16
234 13 18
233 12 17
235 12 17
235 12 17
232 11 16
231 10 15
230 9 16
230 9 16
231 10 17
231 10 17
232 11 18
231 10 17
231 10 17
230 9 16
229 8 15
229 8 15
230 9 16
230 9 14
230 9 16
231 10 15
231 10 17
231 10 15
232 11 18
231 10 15
231 10 17
232 11 16
230 9 16
230 9 14
230 9 16
230 9 14
230 9 16
231 10 17
231 10 17
230 9 16
229 8 15
229 8 15
230 9 16
229 8 15
229 10 16
228 9 17
230 9 18
230 9 18
229 10 18
229 10 18
229 10 18
228 9 17
227 8 16
227 8 16
229 8 17
229 8 17
228 9 17
227 8 14
228 7 16
228 7 14
228 7 16
227 6 13
226 7 15
226 7 13
226 7 13
226 7 13
226 7 15
226 7 15
226 7 13
226 7 13
226 5 14
225 4 13
224 5 13
223 4 12
222 3 11
222 3 11
224 5 13
225 6 14
224 5 13
225 6 14
224 5 13
223 4 12
223 4 12
222 5 13
222 5 13
222 6 11
222 5 13
223 7 12
225 6 12
224 5 11
221 5 10
221 5 10
221 5 10
221 5 10
223 4 10
223 4 10
221 5 10
221 5 10
223 7 12
222 6 9
220 4 9
220 4 7
225 6 12
225 6 10
222 6 11
221 5 8
221 5 10
222 6 9
222 6 11
222 6 9
222 6 11
221 5 8
220 4 9
220 4 7
220 4 7
221 5 8
221 5 8
222 6 11
222 6 11
221 5 10
221 5 10
221 5 8
220 4 9
218 4 6
218 4 4
219 5 5
219 5 7
220 5 10
221 6 11
220 5 10
221 5 10
222 6 11
221 6 11
221 6 11
221 5 10
221 5 10
220 5 12
221 6 11
221 6 13
221 6 11
220 3 11
221 5 10
220 5 10
220 5 10
220 5 10
220 5 10
222 5 13
222 6 11
222 6 11
222 6 11
220 5 10
219 4 9
219 4 9
219 4 9
219 3 8
220 4 9
220 5 12
221 6 11
223 6 14
223 7 12
222 7 14
221 6 11
221 6 13
221 6 11
221 4 12
221 4 12
222 5 14
223 6 15
222 5 13
222 5 13
222 5 13
221 4 12
220 5 12
219 4 11
220 3 11
220 3 11
220 3 11
221 4 12
221 4 12
221 4 12
221 4 12
220 5 10
221 5 10
220 6 8
